transaction_id,entreprise_id,pays,notation_pays,score_risque_pays,montant,technique_paiement,date_ouverture,date_prevue,date_effective,delai_prevu,delai_reel,retard,is_late,risque_operationnel,fraude_suspectee,rang_transaction_entreprise,montant_precedent,evolution_montant_pct,score_aml
T000367,E0051,Émirats arabes unis,2,25.0,1661272.98,Remise documentaire,2020-10-05,2020-10-17,2020-11-13,12,39,27,1,0,0,3,308956.87,437.7,36.2
T000368,E0010,Côte d'Ivoire,4,75.0,493060.97,Remise documentaire,2022-05-21,2022-06-19,2022-07-22,29,62,33,1,0,0,12,407005.04,21.14,41.8
T000369,E0093,États-Unis,1,0.0,1148928.25,Transfert,2021-01-15,2021-01-22,2021-01-22,7,7,0,0,0,0,3,534950.5,114.77,22.0
T000370,E0063,Allemagne,1,0.0,873336.8,Remise documentaire,2021-07-05,2021-07-28,2021-07-28,23,23,0,0,0,1,3,710146.74,22.98,28.4
T000371,E0064,France,1,0.0,1675921.17,Remise documentaire,2023-12-14,2024-01-04,2024-01-04,21,21,0,0,0,0,3,570535.2,193.75,23.2
T000372,E0059,Italie,1,0.0,476680.69,Remise documentaire,2022-12-14,2023-01-01,2023-01-01,18,18,0,0,0,0,3,645874.56,-26.2,19.7
T000373,E0062,Espagne,1,0.0,464111.26,Transfert,2023-07-15,2023-07-17,2023-07-17,2,2,0,0,0,0,7,378633.77,22.58,18.4
T000374,E0119,Turquie,3,50.0,560242.94,Transfert,2021-12-04,2021-12-13,2021-12-13,9,9,0,0,0,0,9,676315.05,-17.16,40.2
T000375,E0031,Émirats arabes unis,2,25.0,589697.99,Remise documentaire,2021-11-09,2021-12-02,2021-12-02,23,23,0,0,0,0,2,944558.24,-37.57,21.3
T000376,E0025,Italie,1,0.0,496346.94,Transfert,2023-05-08,2023-05-13,2023-05-13,5,5,0,0,0,0,5,869272.37,-42.9,20.0
T000377,E0008,Émirats arabes unis,2,25.0,860157.51,Remise documentaire,2023-03-19,2023-03-30,2023-03-30,11,11,0,0,0,0,8,522837.92,64.52,31.0
T000378,E0081,France,1,0.0,936702.39,Transfert,2020-06-17,2020-06-20,2020-06-20,3,3,0,0,0,0,2,1103571.44,-15.12,19.0
T000379,E0127,Italie,1,0.0,1550468.34,Remise documentaire,2021-07-17,2021-08-04,2021-08-12,18,26,8,1,0,0,4,424869.98,264.93,35.4
T000380,E0041,Côte d'Ivoire,4,75.0,1180169.54,Transfert,2022-07-03,2022-07-09,2022-07-09,6,6,0,0,0,0,5,358564.27,229.14,56.0
T000381,E0077,Émirats arabes unis,2,25.0,569238.54,Transfert,2022-12-16,2022-12-17,2022-12-17,1,1,0,0,0,0,8,972016.66,-41.44,27.5
T000382,E0047,Italie,1,0.0,440634.13,Remise documentaire,2024-03-21,2024-04-13,2024-04-13,23,23,0,0,0,0,15,1442938.23,-69.46,10.8
T000383,E0119,Sénégal,4,75.0,996767.67,Transfert,2023-03-29,2023-04-04,2023-04-21,6,23,17,1,0,1,13,1322857.1,-24.65,49.3
T000384,E0092,Italie,1,0.0,271906.72,Transfert,2022-09-02,2022-09-07,2022-10-12,5,40,35,1,0,0,6,1148982.93,-76.34,36.9
T000385,E0016,États-Unis,1,0.0,1532583.51,Transfert,2020-10-24,2020-11-02,2020-11-02,9,9,0,0,1,0,2,1345656.17,13.89,20.4
T000386,E0131,Émirats arabes unis,2,25.0,1271776.05,Transfert,2021-10-08,2021-10-17,2021-10-17,9,9,0,0,1,0,9,148983.02,753.64,41.2
T000387,E0144,Sénégal,4,75.0,612329.74,Transfert,2024-09-25,2024-10-02,2024-10-02,7,7,0,0,0,0,6,704420.78,-13.07,40.5
T000388,E0023,Pays-Bas,1,0.0,114746.19,Transfert,2020-07-20,2020-07-25,2020-07-25,5,5,0,0,0,0,2,974529.47,-88.23,37.4
T000389,E0014,Côte d'Ivoire,4,75.0,1341548.95,Transfert,2023-10-08,2023-10-18,2023-10-18,10,10,0,0,0,0,8,1129017.96,18.82,42.8
T000390,E0037,Italie,1,0.0,754184.06,Transfert,2020-01-22,2020-01-23,2020-01-23,1,1,0,0,1,0,1,,,12.4
T000391,E0132,Espagne,1,0.0,1295126.52,Remise documentaire,2021-12-20,2022-01-06,2022-01-06,17,17,0,0,0,1,5,1467961.8,-11.77,20.6
T000392,E0091,Turquie,3,50.0,162228.94,Transfert,2023-05-01,2023-05-05,2023-05-05,4,4,0,0,0,0,8,497281.96,-67.38,31.0
T000393,E0021,Espagne,1,0.0,560249.99,Transfert,2023-05-23,2023-05-26,2023-05-26,3,3,0,0,0,0,9,1000366.88,-44.0,20.2
T000394,E0071,Italie,1,0.0,802097.48,Crédit documentaire,2023-11-25,2023-12-26,2023-12-26,31,31,0,0,0,0,6,818959.47,-2.06,8.7
T000395,E0111,Sénégal,4,75.0,818792.24,Transfert,2021-07-20,2021-07-27,2021-07-27,7,7,0,0,0,0,5,740958.97,10.5,47.8
T000396,E0111,Pays-Bas,1,0.0,619973.81,Transfert,2020-05-31,2020-06-05,2020-06-05,5,5,0,0,0,0,1,,,24.0
T000397,E0053,France,1,0.0,1049139.97,Transfert,2024-07-22,2024-07-27,2024-08-01,5,10,5,1,0,0,13,579110.78,81.16,31.2
T000398,E0072,Turquie,3,50.0,372951.83,Transfert,2023-08-14,2023-08-22,2023-09-26,8,43,35,1,0,0,9,805875.28,-53.72,35.5
T000399,E0138,Sénégal,4,75.0,743048.21,Transfert,2022-06-23,2022-06-28,2022-07-03,5,10,5,1,1,0,6,959689.25,-22.57,36.6
T000400,E0051,Émirats arabes unis,2,25.0,848118.25,Transfert,2022-10-16,2022-10-19,2022-10-19,3,3,0,0,1,1,7,412662.22,105.52,33.0
T000401,E0009,États-Unis,1,0.0,1005775.53,Transfert,2023-12-04,2023-12-10,2023-12-10,6,6,0,0,0,0,5,789078.18,27.46,20.1
T000402,E0130,Émirats arabes unis,2,25.0,1084645.95,Transfert,2022-04-07,2022-04-09,2022-04-09,2,2,0,0,1,0,6,606306.37,78.89,26.6
T000403,E0094,Émirats arabes unis,2,25.0,350143.16,Transfert,2023-01-01,2023-01-07,2023-01-27,6,26,20,1,0,0,3,844369.04,-58.53,35.3
T000404,E0103,Sénégal,4,75.0,186354.33,Transfert,2022-12-30,2023-01-05,2023-02-04,6,36,30,1,0,0,8,309693.73,-39.83,41.5
T000405,E0122,Allemagne,1,0.0,1311070.73,Transfert,2020-03-21,2020-03-28,2020-03-28,7,7,0,0,0,0,1,,,13.8
T000406,E0077,Espagne,1,0.0,932925.6,Remise documentaire,2022-01-05,2022-01-30,2022-03-12,25,66,41,1,0,0,6,1478582.55,-36.9,14.6
T000407,E0012,France,1,0.0,500605.39,Transfert,2024-01-14,2024-01-24,2024-01-24,10,10,0,0,0,0,10,1852952.83,-72.98,17.2
T000408,E0084,Sénégal,4,75.0,1420460.79,Transfert,2022-12-29,2023-01-06,2023-01-06,8,8,0,0,1,0,7,1315901.1,7.95,49.1
T000409,E0138,Belgique,1,0.0,846269.85,Remise documentaire,2020-03-28,2020-04-19,2020-04-19,22,22,0,0,0,0,1,,,6.6
T000410,E0040,Émirats arabes unis,2,25.0,1271718.87,Crédit documentaire,2023-01-03,2023-02-01,2023-02-01,29,29,0,0,0,0,4,554638.93,129.29,21.9
T000411,E0077,Côte d'Ivoire,4,75.0,827007.39,Transfert,2023-09-01,2023-09-02,2023-09-02,1,1,0,0,0,1,9,569238.54,45.28,43.5
T000412,E0147,Côte d'Ivoire,4,75.0,1624299.17,Remise documentaire,2020-01-30,2020-02-14,2020-02-14,15,15,0,0,0,0,1,,,43.1
T000413,E0130,Espagne,1,0.0,1502136.34,Transfert,2020-12-15,2020-12-25,2020-12-25,10,10,0,0,0,0,3,1400942.82,7.22,14.8
T000414,E0045,Turquie,3,50.0,700414.34,Remise documentaire,2021-03-27,2021-04-08,2021-04-08,12,12,0,0,0,0,5,650866.74,7.61,33.8
T000415,E0128,Côte d'Ivoire,4,75.0,1188628.38,Remise documentaire,2021-10-26,2021-11-08,2021-11-08,13,13,0,0,0,1,6,698972.74,70.05,40.2
T000416,E0030,Allemagne,1,0.0,1058150.38,Remise documentaire,2023-04-29,2023-05-14,2023-05-14,15,15,0,0,0,0,6,512062.32,106.64,15.1
T000417,E0109,États-Unis,1,0.0,1347452.62,Transfert,2022-01-27,2022-02-05,2022-02-21,9,25,16,1,0,1,7,234514.2,474.57,40.9
T000418,E0116,Espagne,1,0.0,414030.62,Remise documentaire,2023-07-18,2023-08-16,2023-08-16,29,29,0,0,0,0,11,873853.54,-52.62,21.5
T000419,E0085,Espagne,1,0.0,1074420.58,Transfert,2021-01-02,2021-01-04,2021-01-04,2,2,0,0,0,0,6,662924.96,62.07,22.8
T000420,E0024,Côte d'Ivoire,4,75.0,1223369.79,Remise documentaire,2024-05-01,2024-05-26,2024-05-26,25,25,0,0,1,0,8,1243481.43,-1.62,30.2
T000421,E0016,Chine,3,50.0,96504.21,Transfert,2021-05-04,2021-05-07,2021-05-07,3,3,0,0,1,0,3,1532583.51,-93.7,37.8
T000422,E0095,Émirats arabes unis,2,25.0,326696.59,Remise documentaire,2020-06-29,2020-07-29,2020-07-29,30,30,0,0,0,0,2,608500.55,-46.31,16.3
T000423,E0013,Chine,3,50.0,692237.27,Transfert,2020-08-28,2020-09-06,2020-09-06,9,9,0,0,0,0,2,539265.56,28.37,49.4
T000424,E0053,Chine,3,50.0,1087016.9,Transfert,2022-08-08,2022-08-12,2022-08-25,4,17,13,1,1,1,7,645967.09,68.28,45.3
T000425,E0130,Émirats arabes unis,2,25.0,1400942.82,Transfert,2020-11-23,2020-11-24,2020-12-18,1,25,24,1,0,0,2,51683.23,2610.63,36.5
T000426,E0100,Belgique,1,0.0,829637.91,Remise documentaire,2024-04-02,2024-04-26,2024-04-30,24,28,4,1,0,0,11,812801.66,2.07,26.7
T000427,E0028,France,1,0.0,1451446.22,Transfert,2020-08-25,2020-08-27,2020-08-27,2,2,0,0,0,0,1,,,14.1
T000428,E0020,Belgique,1,0.0,247959.42,Transfert,2024-03-10,2024-03-16,2024-03-24,6,14,8,1,0,1,7,868547.31,-71.45,36.5
T000429,E0132,Côte d'Ivoire,4,75.0,118647.02,Transfert,2021-02-13,2021-02-20,2021-02-20,7,7,0,0,1,0,3,1636954.91,-92.75,52.3
T000430,E0086,France,1,0.0,777780.92,Crédit documentaire,2020-10-23,2020-11-25,2020-11-25,33,33,0,0,0,0,2,737729.11,5.43,8.9
T000431,E0133,Italie,1,0.0,953626.18,Transfert,2021-02-01,2021-02-07,2021-02-07,6,6,0,0,0,1,3,556086.84,71.49,38.2
T000432,E0058,Côte d'Ivoire,4,75.0,786922.1,Remise documentaire,2021-07-28,2021-08-11,2021-09-10,14,44,30,1,0,1,7,569744.87,38.12,43.8
T000433,E0091,Belgique,1,0.0,764351.98,Transfert,2021-08-27,2021-09-06,2021-09-06,10,10,0,0,0,0,1,,,12.4
T000434,E0111,Italie,1,0.0,278212.2,Remise documentaire,2023-02-06,2023-02-23,2023-03-29,17,51,34,1,0,0,10,1190047.89,-76.62,22.9
T000435,E0021,Turquie,3,50.0,1067869.02,Transfert,2022-08-05,2022-08-10,2022-09-07,5,33,28,1,0,0,7,687286.16,55.37,37.3
T000436,E0118,Belgique,1,0.0,946639.3,Transfert,2021-03-31,2021-04-10,2021-04-10,10,10,0,0,0,0,2,811272.46,16.69,14.1
T000437,E0018,États-Unis,1,0.0,424048.09,Crédit documentaire,2020-03-23,2020-05-12,2020-05-12,50,50,0,0,0,0,1,,,7.6
T000438,E0102,États-Unis,1,0.0,594453.23,Transfert,2024-06-22,2024-06-24,2024-06-24,2,2,0,0,0,0,13,780915.46,-23.88,18.8
T000439,E0084,France,1,0.0,376314.59,Remise documentaire,2022-04-12,2022-04-28,2022-05-17,16,35,19,1,0,0,3,602799.63,-37.57,20.3
T000440,E0006,France,1,0.0,774928.36,Transfert,2021-09-16,2021-09-19,2021-09-19,3,3,0,0,0,0,4,701129.05,10.53,18.2
T000441,E0038,France,1,0.0,1182056.93,Crédit documentaire,2022-08-07,2022-09-04,2022-09-04,28,28,0,0,0,0,7,783936.82,50.78,8.3
T000442,E0126,Belgique,1,0.0,405709.58,Remise documentaire,2023-12-12,2024-01-11,2024-02-21,30,71,41,1,0,0,9,885637.5,-54.19,21.6
T000443,E0063,Belgique,1,0.0,1001618.61,Transfert,2021-08-30,2021-09-06,2021-09-06,7,7,0,0,0,0,4,873336.8,14.69,34.1
T000444,E0002,Turquie,3,50.0,587896.95,Remise documentaire,2024-06-01,2024-06-13,2024-06-13,12,12,0,0,0,0,8,559744.52,5.03,21.3
T000445,E0062,Chine,3,50.0,482850.87,Crédit documentaire,2023-10-13,2023-11-25,2023-11-25,43,43,0,0,1,0,8,464111.26,4.04,23.0
T000446,E0015,Turquie,3,50.0,757187.86,Transfert,2022-01-20,2022-01-23,2022-01-23,3,3,0,0,0,0,5,1377505.84,-45.03,42.8
T000447,E0096,Allemagne,1,0.0,385903.07,Transfert,2021-11-16,2021-11-20,2021-11-20,4,4,0,0,0,0,5,530603.75,-27.27,18.5
T000448,E0101,Turquie,3,50.0,578540.28,Crédit documentaire,2023-12-10,2024-01-12,2024-01-12,33,33,0,0,0,0,8,1146302.08,-49.53,33.7
T000449,E0080,Pays-Bas,1,0.0,320848.84,Transfert,2022-05-16,2022-05-21,2022-06-14,5,29,24,1,0,0,7,1342255.14,-76.1,22.0
T000450,E0042,Chine,3,50.0,1585890.05,Remise documentaire,2022-08-20,2022-09-16,2022-09-16,27,27,0,0,0,0,6,1003196.53,58.08,27.8
T000451,E0049,Turquie,3,50.0,814105.42,Transfert,2023-10-10,2023-10-12,2023-11-11,2,32,30,1,1,0,8,719122.94,13.21,48.5
T000452,E0029,Italie,1,0.0,520109.8,Transfert,2020-06-06,2020-06-08,2020-06-08,2,2,0,0,0,0,1,,,16.8
T000453,E0012,Italie,1,0.0,885591.96,Crédit documentaire,2022-12-02,2023-01-31,2023-02-27,60,87,27,1,0,0,5,897986.63,-1.38,3.8
T000454,E0014,Italie,1,0.0,755068.78,Transfert,2022-05-10,2022-05-18,2022-05-18,8,8,0,0,1,0,4,659394.61,14.51,18.5
T000455,E0083,France,1,0.0,711612.16,Crédit documentaire,2021-04-20,2021-06-12,2021-06-12,53,53,0,0,0,0,5,1519074.61,-53.15,7.3
T000456,E0060,Sénégal,4,75.0,1045666.68,Remise documentaire,2022-09-22,2022-10-20,2022-10-20,28,28,0,0,0,0,7,301704.49,246.59,56.6
T000457,E0018,Émirats arabes unis,2,25.0,1103003.08,Transfert,2020-09-27,2020-10-02,2020-10-19,5,22,17,1,0,0,2,424048.09,160.11,37.8
T000458,E0148,Pays-Bas,1,0.0,587799.54,Remise documentaire,2020-04-06,2020-04-20,2020-04-20,14,14,0,0,0,0,2,343324.35,71.21,16.3
T000459,E0126,Italie,1,0.0,569672.7,Remise documentaire,2021-08-07,2021-08-22,2021-08-22,15,15,0,0,0,0,6,1199204.04,-52.5,21.9
T000460,E0096,Sénégal,4,75.0,689979.32,Remise documentaire,2020-11-26,2020-12-13,2021-01-03,17,38,21,1,0,0,3,246880.11,179.48,47.2
T000461,E0123,Belgique,1,0.0,193923.58,Transfert,2023-02-25,2023-02-26,2023-02-26,1,1,0,0,0,0,7,626976.72,-69.07,16.2
T000462,E0060,Émirats arabes unis,2,25.0,1346749.71,Transfert,2020-11-28,2020-12-07,2020-12-09,9,11,2,1,0,0,4,1484683.39,-9.29,34.1
T000463,E0069,Italie,1,0.0,1457987.09,Crédit documentaire,2021-10-17,2021-11-15,2021-12-20,29,64,35,1,0,0,4,866580.88,68.25,15.3
T000464,E0010,Côte d'Ivoire,4,75.0,700385.58,Transfert,2021-08-16,2021-08-26,2021-08-26,10,10,0,0,0,0,8,567327.63,23.45,48.5
T000465,E0058,Émirats arabes unis,2,25.0,1030622.79,Transfert,2020-08-18,2020-08-26,2020-08-26,8,8,0,0,0,0,2,1294437.27,-20.38,34.1
T000466,E0093,Pays-Bas,1,0.0,924500.06,Transfert,2023-06-18,2023-06-22,2023-06-22,4,4,0,0,0,0,8,872408.62,5.97,13.3
T000467,E0088,Sénégal,4,75.0,2031552.32,Transfert,2022-12-14,2022-12-18,2022-12-18,4,4,0,0,0,1,3,1212986.1,67.48,48.1
T000468,E0018,Espagne,1,0.0,1247829.96,Transfert,2022-07-01,2022-07-03,2022-07-03,2,2,0,0,0,0,7,382076.32,226.59,33.6
T000469,E0049,Turquie,3,50.0,748832.96,Remise documentaire,2020-04-24,2020-05-15,2020-06-12,21,49,28,1,0,0,2,1126294.89,-33.51,43.9
T000470,E0067,Pays-Bas,1,0.0,417783.82,Transfert,2021-09-22,2021-09-30,2021-09-30,8,8,0,0,0,0,5,823687.37,-49.28,27.2
T000471,E0042,Émirats arabes unis,2,25.0,157421.47,Remise documentaire,2022-05-01,2022-05-25,2022-05-25,24,24,0,0,0,0,4,1278018.65,-87.68,19.0
T000472,E0007,États-Unis,1,0.0,881385.45,Remise documentaire,2022-04-28,2022-05-12,2022-05-12,14,14,0,0,0,0,9,570520.0,54.49,10.8
T000473,E0043,Pays-Bas,1,0.0,497459.7,Transfert,2022-12-11,2022-12-17,2022-12-17,6,6,0,0,0,0,7,1388468.13,-64.17,16.6
T000474,E0001,Espagne,1,0.0,231098.52,Transfert,2023-08-01,2023-08-06,2023-08-06,5,5,0,0,0,0,5,575084.99,-59.81,15.6
T000475,E0080,Italie,1,0.0,541370.85,Transfert,2024-08-31,2024-09-07,2024-09-07,7,7,0,0,0,0,11,1060929.15,-48.97,20.5
T000476,E0047,Pays-Bas,1,0.0,367380.8,Remise documentaire,2021-09-14,2021-10-09,2021-10-09,25,25,0,0,0,0,6,1412300.33,-73.99,11.0
T000477,E0007,France,1,0.0,1474856.65,Transfert,2021-09-06,2021-09-14,2021-09-14,8,8,0,0,0,0,7,1026203.86,43.72,17.5
T000478,E0121,Italie,1,0.0,1152655.9,Transfert,2023-11-09,2023-11-13,2023-12-01,4,22,18,1,0,0,12,1823279.71,-36.78,28.1
T000479,E0114,Turquie,3,50.0,796810.94,Remise documentaire,2023-04-05,2023-04-30,2023-04-30,25,25,0,0,0,0,8,390244.94,104.18,34.3
T000480,E0017,Émirats arabes unis,2,25.0,1391977.66,Crédit documentaire,2024-08-02,2024-08-29,2024-08-29,27,27,0,0,0,1,11,915909.94,51.98,28.4
T000481,E0020,Pays-Bas,1,0.0,830947.32,Transfert,2020-04-29,2020-05-02,2020-06-16,3,48,45,1,0,1,1,,,32.6
T000482,E0112,Pays-Bas,1,0.0,455486.32,Transfert,2023-07-27,2023-08-02,2023-08-21,6,25,19,1,0,0,9,932505.37,-51.15,27.5
T000483,E0041,Chine,3,50.0,1409249.63,Transfert,2023-07-10,2023-07-13,2023-07-13,3,3,0,0,0,1,7,805200.76,75.02,39.6
T000484,E0009,Belgique,1,0.0,1015564.02,Crédit documentaire,2024-08-20,2024-09-28,2024-09-28,39,39,0,0,0,0,7,834635.91,21.68,10.7
T000485,E0121,Chine,3,50.0,385101.54,Remise documentaire,2024-08-13,2024-08-27,2024-09-30,14,48,34,1,1,0,14,895515.66,-57.0,36.7
T000486,E0051,États-Unis,1,0.0,723864.53,Transfert,2020-11-29,2020-12-01,2020-12-01,2,2,0,0,0,0,4,1661272.98,-56.43,21.5
T000487,E0079,Chine,3,50.0,449752.7,Remise documentaire,2024-08-29,2024-09-24,2024-09-24,26,26,0,0,0,0,11,1257129.13,-64.22,30.4
T000488,E0096,Espagne,1,0.0,246880.11,Transfert,2020-06-05,2020-06-07,2020-06-07,2,2,0,0,0,0,2,1083100.77,-77.21,21.9
T000489,E0007,Pays-Bas,1,0.0,1170471.02,Remise documentaire,2020-10-11,2020-11-04,2020-11-04,24,24,0,0,0,0,4,1322191.52,-11.47,8.3
T000490,E0115,Belgique,1,0.0,1563766.66,Transfert,2021-09-15,2021-09-16,2021-09-16,1,1,0,0,1,0,5,302454.71,417.03,34.4
T000491,E0028,Côte d'Ivoire,4,75.0,240572.97,Transfert,2021-04-09,2021-04-14,2021-04-23,5,14,9,1,0,0,4,1133568.86,-78.78,39.5
T000492,E0146,Espagne,1,0.0,1025187.69,Transfert,2024-05-05,2024-05-13,2024-05-13,8,8,0,0,0,0,11,528913.85,93.83,25.1
T000493,E0056,Sénégal,4,75.0,539742.97,Transfert,2020-05-01,2020-05-09,2020-05-26,8,25,17,1,1,0,1,,,34.3
T000494,E0022,France,1,0.0,605149.85,Remise documentaire,2024-05-21,2024-06-03,2024-06-03,13,13,0,0,0,0,12,1202517.12,-49.68,29.7
T000495,E0065,Italie,1,0.0,563042.43,Remise documentaire,2020-02-29,2020-03-12,2020-03-30,12,30,18,1,0,0,1,,,17.9
T000496,E0063,Italie,1,0.0,454403.69,Crédit documentaire,2024-05-18,2024-07-16,2024-08-22,59,96,37,1,0,0,10,1778300.79,-74.45,28.2
T000497,E0103,France,1,0.0,819408.65,Transfert,2024-01-05,2024-01-09,2024-01-09,4,4,0,0,0,0,10,999199.32,-17.99,18.9
T000498,E0036,France,1,0.0,467619.95,Crédit documentaire,2020-07-21,2020-08-23,2020-08-23,33,33,0,0,0,0,1,,,2.7
T000499,E0065,Côte d'Ivoire,4,75.0,908182.73,Remise documentaire,2022-06-19,2022-07-02,2022-07-25,13,36,23,1,0,0,5,1035431.36,-12.29,42.2
T000500,E0022,Chine,3,50.0,779904.76,Transfert,2020-08-19,2020-08-25,2020-09-02,6,14,8,1,0,0,3,404563.56,92.78,54.4
T000501,E0144,Belgique,1,0.0,704420.78,Remise documentaire,2023-02-15,2023-02-26,2023-03-30,11,43,32,1,0,0,5,1049647.93,-32.89,13.7
T000502,E0110,Turquie,3,50.0,436974.54,Remise documentaire,2023-11-08,2023-12-02,2023-12-02,24,24,0,0,0,0,8,1054068.72,-58.54,25.0
T000503,E0054,États-Unis,1,0.0,569291.47,Transfert,2020-05-22,2020-05-30,2020-05-30,8,8,0,0,0,1,1,,,23.9
T000504,E0105,Sénégal,4,75.0,1102156.49,Transfert,2020-08-03,2020-08-10,2020-09-22,7,50,43,1,0,1,1,,,47.8
T000505,E0021,États-Unis,1,0.0,1000366.88,Transfert,2023-04-24,2023-04-26,2023-04-26,2,2,0,0,0,0,8,1067869.02,-6.32,18.5
T000506,E0031,Belgique,1,0.0,408977.9,Crédit documentaire,2021-11-24,2021-12-26,2021-12-26,32,32,0,0,0,0,3,589697.99,-30.65,9.8
T000507,E0068,États-Unis,1,0.0,839732.92,Remise documentaire,2021-07-24,2021-08-21,2021-08-21,28,28,0,0,0,0,1,,,11.6
T000508,E0021,États-Unis,1,0.0,1100554.85,Transfert,2023-09-27,2023-10-07,2023-10-07,10,10,0,0,0,0,11,311662.54,253.12,33.3
T000509,E0111,Italie,1,0.0,132237.89,Remise documentaire,2020-08-09,2020-08-22,2020-09-23,13,45,32,1,0,0,2,619973.81,-78.67,22.7
T000510,E0135,France,1,0.0,1017344.08,Transfert,2020-04-18,2020-04-20,2020-04-20,2,2,0,0,1,0,1,,,18.0
T000511,E0093,Turquie,3,50.0,534950.5,Remise documentaire,2020-11-08,2020-11-27,2020-11-27,19,19,0,0,1,1,2,409650.7,30.59,23.1
T000512,E0063,Chine,3,50.0,1028239.47,Remise documentaire,2024-06-11,2024-07-05,2024-08-17,24,67,43,1,0,0,11,454403.69,126.28,51.5
T000513,E0018,Chine,3,50.0,494696.34,Transfert,2023-01-12,2023-01-21,2023-01-24,9,12,3,1,0,0,8,1247829.96,-60.36,36.3
T000514,E0075,Espagne,1,0.0,78047.16,Transfert,2021-10-06,2021-10-13,2021-10-13,7,7,0,0,0,0,4,564254.1,-86.17,17.2
T000515,E0131,Sénégal,4,75.0,148983.02,Crédit documentaire,2021-09-12,2021-10-12,2021-10-12,30,30,0,0,1,0,8,1091051.82,-86.35,35.8
T000516,E0063,Émirats arabes unis,2,25.0,819233.98,Remise documentaire,2023-03-11,2023-04-05,2023-04-05,25,25,0,0,0,0,8,879233.9,-6.82,34.6
T000517,E0136,Émirats arabes unis,2,25.0,903889.0,Remise documentaire,2020-11-16,2020-12-12,2020-12-29,26,43,17,1,0,0,2,778282.05,16.14,35.5
T000518,E0131,Turquie,3,50.0,438273.35,Remise documentaire,2024-04-18,2024-05-07,2024-05-07,19,19,0,0,1,1,12,1420200.2,-69.14,30.8
T000519,E0097,Belgique,1,0.0,1055436.98,Transfert,2024-02-28,2024-03-09,2024-04-19,10,51,41,1,0,0,8,1106973.89,-4.66,18.5
T000520,E0100,Belgique,1,0.0,135391.98,Crédit documentaire,2022-04-23,2022-06-04,2022-06-20,42,58,16,1,0,0,8,711614.33,-80.97,27.9
T000521,E0025,Turquie,3,50.0,773568.08,Transfert,2023-11-10,2023-11-12,2023-11-12,2,2,0,0,1,1,8,1185551.65,-34.75,35.0
T000522,E0005,Chine,3,50.0,315593.52,Transfert,2022-08-01,2022-08-08,2022-08-08,7,7,0,0,0,0,7,519951.67,-39.3,41.2
T000523,E0013,Côte d'Ivoire,4,75.0,539265.56,Transfert,2020-02-15,2020-02-21,2020-03-17,6,31,25,1,0,1,1,,,54.3
T000524,E0071,Émirats arabes unis,2,25.0,818959.47,Transfert,2023-10-14,2023-10-18,2023-10-18,4,4,0,0,0,0,5,942845.03,-13.14,26.0
T000525,E0008,Belgique,1,0.0,455834.65,Transfert,2021-09-05,2021-09-11,2021-09-11,6,6,0,0,0,0,4,1653213.35,-72.43,29.1
T000526,E0097,Espagne,1,0.0,646177.78,Remise documentaire,2023-01-02,2023-01-18,2023-01-18,16,16,0,0,0,0,5,1037901.74,-37.74,13.9
T000527,E0022,États-Unis,1,0.0,1202517.12,Remise documentaire,2023-07-03,2023-07-15,2023-07-15,12,12,0,0,0,0,11,456656.89,163.33,39.8
T000528,E0096,Pays-Bas,1,0.0,569243.25,Transfert,2024-06-28,2024-07-07,2024-07-07,9,9,0,0,0,0,14,912396.75,-37.61,19.7
T000529,E0091,Sénégal,4,75.0,1134276.84,Remise documentaire,2022-10-30,2022-11-18,2022-11-18,19,19,0,0,0,0,6,716751.1,58.25,34.2
T000530,E0096,États-Unis,1,0.0,348117.26,Transfert,2022-11-21,2022-11-29,2022-11-29,8,8,0,0,0,0,11,1017319.21,-65.78,21.3
T000531,E0056,Sénégal,4,75.0,1011921.67,Remise documentaire,2021-01-17,2021-02-14,2021-02-14,28,28,0,0,0,0,2,539742.97,87.48,36.1
T000532,E0053,Émirats arabes unis,2,25.0,1376627.45,Transfert,2023-07-30,2023-08-08,2023-08-08,9,9,0,0,0,0,11,989038.99,39.19,36.4
T000533,E0138,Turquie,3,50.0,481241.9,Remise documentaire,2020-05-02,2020-05-28,2020-05-28,26,26,0,0,0,0,2,846269.85,-43.13,23.9
T000534,E0044,Côte d'Ivoire,4,75.0,1030828.85,Remise documentaire,2021-09-06,2021-09-29,2021-09-29,23,23,0,0,0,0,5,640145.53,61.03,39.2
T000535,E0086,Sénégal,4,75.0,718781.85,Transfert,2022-04-24,2022-04-29,2022-04-29,5,5,0,0,0,1,5,424265.84,69.42,45.0
T000536,E0095,Turquie,3,50.0,948458.35,Transfert,2021-05-03,2021-05-05,2021-05-07,2,4,2,1,0,0,5,956721.6,-0.86,27.9
T000537,E0071,Émirats arabes unis,2,25.0,558405.93,Transfert,2022-06-12,2022-06-19,2022-06-19,7,7,0,0,1,0,2,509702.47,9.56,25.1
T000538,E0009,Italie,1,0.0,834635.91,Transfert,2024-06-05,2024-06-10,2024-06-10,5,5,0,0,0,0,6,1005775.53,-17.02,18.9
T000539,E0086,Côte d'Ivoire,4,75.0,737729.11,Transfert,2020-02-10,2020-02-11,2020-02-11,1,1,0,0,1,0,1,,,39.8
